scenarioID,hostRegionCode,primaryAreaCode,matchStageCode,stadiumCapacity,ticketHolders,transitPassengers,pedestrianVolume,areaPedestrianVolume,egressMinutes,fTAFundingMillions,latitude,longitude,analysisRadiusM,outcome
307,3,6,3,70649,67024,13396,14714,6621,129,10.033037,32.7506,-97.0915,350,1
308,10,19,0,68827,44007,20695,11049,7182,82,8.807888,37.403468,-121.974908,250,0
309,1,1,2,68239,67729,32170,26305,15257,72,9.391018,33.7565,-84.4038,250,1
310,4,7,0,68777,52382,17426,16809,10085,89,9.092387,29.6852,-95.407,250,0
311,9,17,0,68324,53904,23930,18866,11320,76,8.474327,39.9047,-75.1736,250,0
312,5,10,0,69045,59927,3025,6659,2997,104,8.632123,39.0491,-94.4871,400,0
313,5,10,2,69045,60580,12658,4846,2181,120,8.632123,39.0491,-94.4871,400,0
314,8,15,0,80663,72824,18774,41437,22790,64,10.438681,40.807664,-74.069833,250,0
315,3,6,0,70649,58197,5392,4656,2095,108,10.033037,32.7506,-97.0915,350,0
316,11,21,0,66925,60936,30613,36990,20345,78,8.408439,47.5917,-122.3272,250,1
317,4,7,0,68777,53937,14069,11264,6758,80,9.092387,29.6852,-95.407,250,0
318,11,21,1,66925,64931,35891,32996,18148,69,8.408439,47.5917,-122.3272,250,1
319,10,19,2,68827,64273,36684,28039,18225,97,8.807888,37.403468,-121.974908,250,1
320,3,6,1,70649,59001,3478,7977,3590,116,10.033037,32.7506,-97.0915,350,0
321,5,10,4,69045,68907,13272,14100,6345,134,8.632123,39.0491,-94.4871,400,1
322,8,15,2,80663,62043,22334,35077,19292,61,10.438681,40.807664,-74.069833,250,0
323,1,1,2,68239,54893,30487,21482,12460,69,9.391018,33.7565,-84.4038,250,0
324,7,14,0,64478,53120,11761,7121,3204,129,8.69743,25.9549,-80.2383,350,0
325,4,7,0,68777,62204,18899,25854,15512,94,9.092387,29.6852,-95.407,250,1
326,4,7,0,68777,52724,16303,17516,10510,86,9.092387,29.6852,-95.407,250,0
327,8,15,2,80663,73205,22929,51427,28285,72,10.438681,40.807664,-74.069833,250,1
328,2,3,0,64146,54221,15201,12838,8345,108,8.671598,42.0889,-71.2597,250,0
329,7,14,0,64478,48354,8602,9563,4303,113,8.69743,25.9549,-80.2383,350,0
330,6,11,0,70492,60619,16332,11925,5963,104,9.603284,33.9509,-118.3441,350,0
331,10,19,0,68827,55289,34800,21527,13993,86,8.807888,37.403468,-121.974908,250,1
332,1,1,2,68239,54590,26497,23076,13384,52,9.391018,33.7565,-84.4038,250,0
333,2,3,1,64146,48982,14235,6509,4231,101,8.671598,42.0889,-71.2597,250,0
334,8,16,0,80663,68852,12729,41038,18467,80,10.438681,40.81145,-74.07075,350,0
335,11,21,0,66925,51017,27709,28390,15615,68,8.408439,47.5917,-122.3272,250,0
336,6,11,0,70492,54543,17646,11932,5966,94,9.603284,33.9509,-118.3441,350,0
337,2,3,0,64146,64018,19869,17800,11570,106,8.671598,42.0889,-71.2597,250,1
338,4,7,0,68777,56241,17282,16568,9941,67,9.092387,29.6852,-95.407,250,0
339,4,7,0,68777,64561,22061,17246,10348,62,9.092387,29.6852,-95.407,250,0
340,1,1,0,68239,63512,27474,24301,14095,70,9.391018,33.7565,-84.4038,250,0
341,2,4,0,64146,63055,14223,14836,5193,98,8.671598,42.0916,-71.2648,300,0
342,9,17,0,68324,63660,32201,29026,17416,85,8.474327,39.9047,-75.1736,250,1
343,4,7,1,68777,60533,19279,18610,11166,68,9.092387,29.6852,-95.407,250,0
344,5,10,2,69045,67903,13696,12779,5751,127,8.632123,39.0491,-94.4871,400,1
345,2,3,1,64146,58590,18833,7702,5006,101,8.671598,42.0889,-71.2597,250,0
346,6,11,0,70492,60140,22805,15224,7612,104,9.603284,33.9509,-118.3441,350,0
347,3,6,0,70649,62646,3132,7818,3518,117,10.033037,32.7506,-97.0915,350,0
348,6,11,0,70492,59664,23214,10618,5309,107,9.603284,33.9509,-118.3441,350,0
349,3,6,0,70649,60325,6069,14513,6531,122,10.033037,32.7506,-97.0915,350,0
350,11,21,0,66925,58126,27739,27851,15318,66,8.408439,47.5917,-122.3272,250,1
351,9,17,0,68324,61388,26494,25872,15523,81,8.474327,39.9047,-75.1736,250,1
352,7,14,0,64478,56224,11297,8963,4033,126,8.69743,25.9549,-80.2383,350,0
353,7,13,1,64478,61402,17619,10004,5502,132,8.69743,25.957,-80.2425,400,1
354,8,15,0,80663,71305,21007,47904,26347,66,10.438681,40.807664,-74.069833,250,0
355,6,11,0,70492,57386,19962,14302,7151,107,9.603284,33.9509,-118.3441,350,0
356,9,17,0,68324,63183,28962,28620,17172,75,8.474327,39.9047,-75.1736,250,1
357,7,14,0,64478,47854,9326,6588,2965,119,8.69743,25.9549,-80.2383,350,0
358,5,10,0,69045,66997,4928,7016,3157,127,8.632123,39.0491,-94.4871,400,0
359,2,3,0,64146,51903,13969,6904,4488,101,8.671598,42.0889,-71.2597,250,0
360,9,17,0,68324,65208,32691,31887,19132,79,8.474327,39.9047,-75.1736,250,1
361,10,19,0,68827,58986,34996,22259,14468,100,8.807888,37.403468,-121.974908,250,1
362,7,13,0,64478,51951,14661,8755,4815,123,8.69743,25.957,-80.2425,400,0
363,11,21,2,66925,59921,29765,31471,17309,83,8.408439,47.5917,-122.3272,250,1
364,7,13,0,64478,53248,14687,6397,3518,121,8.69743,25.957,-80.2425,400,0
365,4,7,1,68777,56876,19903,9846,5908,98,9.092387,29.6852,-95.407,250,0
366,5,10,0,69045,59607,4034,9682,4357,94,8.632123,39.0491,-94.4871,400,0
367,10,19,0,68827,53429,28898,18766,12198,92,8.807888,37.403468,-121.974908,250,0
368,1,1,3,68239,62886,30924,22091,12813,72,9.391018,33.7565,-84.4038,250,1
369,8,15,0,80663,66621,17949,41279,22703,67,10.438681,40.807664,-74.069833,250,0
370,6,11,0,70492,67583,25297,16675,8338,110,9.603284,33.9509,-118.3441,350,1
371,2,3,0,64146,52114,15029,15260,9919,89,8.671598,42.0889,-71.2597,250,0
372,2,3,0,64146,56281,19897,11154,7250,117,8.671598,42.0889,-71.2597,250,0
373,2,3,0,64146,58351,17358,9108,5920,87,8.671598,42.0889,-71.2597,250,0
374,11,21,0,66925,63666,36363,36886,20287,72,8.408439,47.5917,-122.3272,250,1
375,6,11,0,70492,63472,20777,17335,8668,129,9.603284,33.9509,-118.3441,350,1
376,10,19,2,68827,63415,34731,26509,17231,94,8.807888,37.403468,-121.974908,250,1
377,8,15,0,80663,67229,27208,39876,21932,73,10.438681,40.807664,-74.069833,250,0
378,2,3,4,64146,54418,17868,15063,9791,109,8.671598,42.0889,-71.2597,250,1
379,5,10,1,69045,64849,8297,5188,2335,127,8.632123,39.0491,-94.4871,400,0
380,2,4,1,64146,48696,12130,10181,3563,97,8.671598,42.0916,-71.2648,300,0
381,9,17,0,68324,51288,21920,27155,16293,75,8.474327,39.9047,-75.1736,250,0
382,5,10,0,69045,62133,3107,4971,2237,108,8.632123,39.0491,-94.4871,400,0
383,11,21,0,66925,60525,32613,28857,15871,78,8.408439,47.5917,-122.3272,250,1
384,4,7,1,68777,50822,17589,20532,12319,93,9.092387,29.6852,-95.407,250,0
385,11,21,0,66925,55892,31803,30115,16563,60,8.408439,47.5917,-122.3272,250,1
386,6,11,0,70492,60275,20950,8094,4047,106,9.603284,33.9509,-118.3441,350,0
387,9,17,0,68324,61467,29425,31907,19144,89,8.474327,39.9047,-75.1736,250,1
388,6,11,0,70492,60782,23966,10586,5293,117,9.603284,33.9509,-118.3441,350,0
389,8,15,1,80663,60633,17199,39819,21900,64,10.438681,40.807664,-74.069833,250,0
390,9,17,0,68324,63782,31600,26588,15953,87,8.474327,39.9047,-75.1736,250,1
391,7,14,0,64478,52761,11281,4221,1899,126,8.69743,25.9549,-80.2383,350,0
392,6,11,0,70492,64049,26520,19530,9765,98,9.603284,33.9509,-118.3441,350,0
393,9,17,1,68324,60099,27231,27642,16585,83,8.474327,39.9047,-75.1736,250,1
394,8,15,0,80663,69361,19349,40805,22443,68,10.438681,40.807664,-74.069833,250,0
395,7,14,0,64478,53778,10752,5771,2597,119,8.69743,25.9549,-80.2383,350,0
396,5,10,0,69045,55962,4662,5792,2606,121,8.632123,39.0491,-94.4871,400,0
397,5,10,2,69045,60570,4573,9183,4132,122,8.632123,39.0491,-94.4871,400,0
398,5,10,0,69045,58820,5847,5347,2406,121,8.632123,39.0491,-94.4871,400,0
399,7,14,0,64478,62436,14488,10229,4603,129,8.69743,25.9549,-80.2383,350,1
400,5,10,0,69045,56078,7194,10751,4838,118,8.632123,39.0491,-94.4871,400,0
401,3,5,5,70649,69621,20100,15886,8737,145,10.033037,32.7479,-97.0909,300,1
402,3,6,1,70649,57603,5134,6745,3035,108,10.033037,32.7506,-97.0915,350,0
403,8,15,1,80663,75929,27458,48950,26923,73,10.438681,40.807664,-74.069833,250,1
404,4,7,1,68777,54352,16505,15316,9190,79,9.092387,29.6852,-95.407,250,0
405,2,3,1,64146,52942,13749,11612,7548,106,8.671598,42.0889,-71.2597,250,0
406,3,6,2,70649,55029,5389,11347,5106,110,10.033037,32.7506,-97.0915,350,0
407,11,21,0,66925,63235,31999,37409,20575,68,8.408439,47.5917,-122.3272,250,1
408,2,3,1,64146,54173,14164,9403,6112,103,8.671598,42.0889,-71.2597,250,0
409,8,15,0,80663,69712,18327,37402,20571,73,10.438681,40.807664,-74.069833,250,0
410,1,1,0,68239,60300,31592,16518,9580,56,9.391018,33.7565,-84.4038,250,0
411,2,4,0,64146,51137,11979,13300,4655,105,8.671598,42.0916,-71.2648,300,0
412,11,21,2,66925,62163,32867,31697,17433,75,8.408439,47.5917,-122.3272,250,1
413,2,3,0,64146,44621,11623,10500,6825,85,8.671598,42.0889,-71.2597,250,0
414,4,7,0,68777,66928,22500,26200,15720,82,9.092387,29.6852,-95.407,250,1
415,1,1,0,68239,57215,21391,21306,12357,45,9.391018,33.7565,-84.4038,250,0
416,9,17,0,68324,60774,27992,24423,14654,78,8.474327,39.9047,-75.1736,250,1
417,6,11,3,70492,70351,31342,21451,10726,123,9.603284,33.9509,-118.3441,350,1
418,8,15,0,80663,69391,26899,37503,20627,69,10.438681,40.807664,-74.069833,250,0
419,3,6,0,70649,64437,9144,8413,3786,104,10.033037,32.7506,-97.0915,350,0
420,3,6,3,70649,53254,4269,4260,1917,107,10.033037,32.7506,-97.0915,350,0
421,11,21,1,66925,55129,32616,26683,14676,62,8.408439,47.5917,-122.3272,250,1
422,6,11,0,70492,62852,23960,16562,8281,112,9.603284,33.9509,-118.3441,350,1
423,3,6,1,70649,65750,3288,13868,6241,110,10.033037,32.7506,-97.0915,350,0
424,3,6,0,70649,47215,5902,5865,2639,85,10.033037,32.7506,-97.0915,350,0
425,9,17,0,68324,47966,19737,15596,9358,76,8.474327,39.9047,-75.1736,250,0
426,6,11,3,70492,70351,30928,19504,9752,109,9.603284,33.9509,-118.3441,350,1
427,8,15,0,80663,73950,24205,46843,25764,61,10.438681,40.807664,-74.069833,250,0
428,4,8,0,68777,56373,10924,28166,11266,83,9.092387,29.6846,-95.4141,300,0
429,8,15,0,80663,69724,19746,39182,21550,73,10.438681,40.807664,-74.069833,250,0
430,6,11,0,70492,60124,26306,8208,4104,100,9.603284,33.9509,-118.3441,350,0
431,1,1,4,68239,61914,28526,23775,13789,85,9.391018,33.7565,-84.4038,250,1
432,4,7,4,68777,62924,19761,22319,13391,97,9.092387,29.6852,-95.407,250,1
433,6,11,1,70492,64539,27321,15340,7670,112,9.603284,33.9509,-118.3441,350,1
434,11,21,0,66925,56217,24637,29353,16144,55,8.408439,47.5917,-122.3272,250,0
435,2,3,0,64146,55484,15381,16237,10554,88,8.671598,42.0889,-71.2597,250,0
436,10,19,1,68827,60129,33542,31676,20589,76,8.807888,37.403468,-121.974908,250,1
437,4,7,0,68777,53390,17823,9673,5804,72,9.092387,29.6852,-95.407,250,0
438,2,3,0,64146,53068,15482,13078,8501,88,8.671598,42.0889,-71.2597,250,0
439,10,19,1,68827,59880,34475,24411,15867,87,8.807888,37.403468,-121.974908,250,1
440,6,11,2,70492,69541,23586,18957,9479,111,9.603284,33.9509,-118.3441,350,1
441,4,7,0,68777,55520,20490,15721,9433,84,9.092387,29.6852,-95.407,250,0
442,9,17,0,68324,56376,25665,27556,16534,76,8.474327,39.9047,-75.1736,250,0
443,10,19,3,68827,63317,40607,22441,14587,104,8.807888,37.403468,-121.974908,250,1
444,6,11,3,70492,67870,31460,18650,9325,109,9.603284,33.9509,-118.3441,350,1
445,7,14,0,64478,60597,10516,9469,4261,118,8.69743,25.9549,-80.2383,350,0
446,4,7,0,68777,58023,19823,16412,9847,62,9.092387,29.6852,-95.407,250,0
447,7,14,0,64478,56821,6702,16235,7306,119,8.69743,25.9549,-80.2383,350,0
448,1,1,0,68239,64060,26875,21441,12436,53,9.391018,33.7565,-84.4038,250,0
449,8,15,2,80663,75184,22549,46953,25824,67,10.438681,40.807664,-74.069833,250,1
450,7,13,0,64478,58807,18328,15913,8752,126,8.69743,25.957,-80.2425,400,1
451,5,10,0,69045,60890,9699,5375,2419,111,8.632123,39.0491,-94.4871,400,0
452,11,21,0,66925,61115,31112,34281,18855,62,8.408439,47.5917,-122.3272,250,1
453,1,1,0,68239,62120,22396,23076,13384,75,9.391018,33.7565,-84.4038,250,0
454,10,19,0,68827,60201,28119,17084,11105,79,8.807888,37.403468,-121.974908,250,0
455,4,8,1,68777,59865,14610,20538,8215,82,9.092387,29.6846,-95.4141,300,0
456,8,15,0,80663,69362,23126,44365,24401,67,10.438681,40.807664,-74.069833,250,0
457,1,1,0,68239,67267,35467,20616,11957,79,9.391018,33.7565,-84.4038,250,1
458,8,15,0,80663,70436,19497,38890,21390,71,10.438681,40.807664,-74.069833,250,0
459,10,19,0,68827,56135,26781,22083,14354,92,8.807888,37.403468,-121.974908,250,1
460,2,4,0,64146,53242,8418,12588,4406,106,8.671598,42.0916,-71.2648,300,0
461,8,15,0,80663,64589,17126,40429,22236,55,10.438681,40.807664,-74.069833,250,0
462,4,7,0,68777,66410,21451,19704,11822,87,9.092387,29.6852,-95.407,250,0
463,11,21,0,66925,66170,34869,39106,21508,78,8.408439,47.5917,-122.3272,250,1
464,2,3,0,64146,59563,19040,12072,7847,108,8.671598,42.0889,-71.2597,250,1
465,8,15,1,80663,71510,23502,42567,23412,72,10.438681,40.807664,-74.069833,250,0
466,5,10,0,69045,61759,3311,4941,2223,124,8.632123,39.0491,-94.4871,400,0
467,3,6,0,70649,56535,4011,10201,4590,114,10.033037,32.7506,-97.0915,350,0
468,2,3,1,64146,56684,14742,11568,7519,105,8.671598,42.0889,-71.2597,250,0
469,9,17,0,68324,56866,28146,23435,14061,90,8.474327,39.9047,-75.1736,250,1
470,2,4,0,64146,54095,11074,12538,4388,103,8.671598,42.0916,-71.2648,300,0
471,6,11,0,70492,64101,21006,12391,6196,100,9.603284,33.9509,-118.3441,350,0
472,8,15,0,80663,69316,19906,39152,21534,69,10.438681,40.807664,-74.069833,250,0
473,11,21,0,66925,58842,32512,33018,18160,68,8.408439,47.5917,-122.3272,250,1
474,6,11,0,70492,66357,28606,9621,4811,112,9.603284,33.9509,-118.3441,350,1
475,6,11,0,70492,64655,24900,22498,11249,119,9.603284,33.9509,-118.3441,350,1
476,6,11,0,70492,63763,24239,13554,6777,112,9.603284,33.9509,-118.3441,350,1
477,5,10,0,69045,56549,7853,11906,5358,106,8.632123,39.0491,-94.4871,400,0
478,1,1,3,68239,61192,32460,19049,11048,66,9.391018,33.7565,-84.4038,250,1
479,5,10,3,69045,57271,7098,10799,4860,118,8.632123,39.0491,-94.4871,400,0
480,5,10,0,69045,57834,2892,9421,4239,118,8.632123,39.0491,-94.4871,400,0
481,9,17,0,68324,62473,28059,29515,17709,77,8.474327,39.9047,-75.1736,250,1
482,10,19,0,68827,64945,37893,22039,14325,98,8.807888,37.403468,-121.974908,250,1
483,1,1,0,68239,56202,31752,20142,11682,64,9.391018,33.7565,-84.4038,250,0
484,6,11,1,70492,63563,29570,16051,8026,106,9.603284,33.9509,-118.3441,350,1
485,1,1,0,68239,54620,32095,15760,9141,59,9.391018,33.7565,-84.4038,250,0
486,11,21,2,66925,56292,29420,30655,16860,68,8.408439,47.5917,-122.3272,250,1
487,7,14,2,64478,61737,15198,10629,4783,138,8.69743,25.9549,-80.2383,350,1
488,9,17,0,68324,51665,22522,26702,16021,91,8.474327,39.9047,-75.1736,250,0
489,8,15,0,80663,63456,21677,35803,19692,69,10.438681,40.807664,-74.069833,250,0
490,11,21,0,66925,61879,32627,34202,18811,71,8.408439,47.5917,-122.3272,250,1
491,8,16,0,80663,68048,15464,39350,17708,59,10.438681,40.81145,-74.07075,350,0
492,4,7,0,68777,56944,19421,14886,8932,71,9.092387,29.6852,-95.407,250,0
493,3,6,1,70649,67439,10620,13372,6017,121,10.033037,32.7506,-97.0915,350,1
494,9,17,2,68324,57221,29965,27816,16690,79,8.474327,39.9047,-75.1736,250,1
495,8,15,0,80663,64201,21909,37019,20360,62,10.438681,40.807664,-74.069833,250,0
496,8,15,0,80663,66401,20613,40618,22340,73,10.438681,40.807664,-74.069833,250,0
497,9,17,0,68324,55729,25265,21675,13005,74,8.474327,39.9047,-75.1736,250,0
498,11,21,0,66925,50220,26021,23072,12690,76,8.408439,47.5917,-122.3272,250,0
499,11,21,1,66925,58220,33989,27564,15160,64,8.408439,47.5917,-122.3272,250,1
500,4,7,1,68777,64873,19060,20340,12204,81,9.092387,29.6852,-95.407,250,1
501,6,11,1,70492,61991,30133,12907,6454,118,9.603284,33.9509,-118.3441,350,1
502,4,7,5,68777,64108,29707,23143,13886,101,9.092387,29.6852,-95.407,250,1
503,2,4,0,64146,47038,7794,8549,2992,92,8.671598,42.0916,-71.2648,300,0
504,8,15,0,80663,68594,17255,34240,18832,61,10.438681,40.807664,-74.069833,250,0
505,4,7,0,68777,57240,18604,17611,10567,85,9.092387,29.6852,-95.407,250,0
506,6,11,4,70492,65274,33289,12256,6128,131,9.603284,33.9509,-118.3441,350,1
507,8,15,0,80663,68369,19890,39888,21938,70,10.438681,40.807664,-74.069833,250,0
508,3,6,1,70649,60772,6018,9610,4325,133,10.033037,32.7506,-97.0915,350,0
509,7,14,1,64478,53621,10785,8973,4038,131,8.69743,25.9549,-80.2383,350,0
510,6,11,1,70492,59053,21328,13119,6560,97,9.603284,33.9509,-118.3441,350,0
511,1,1,0,68239,59182,28588,28817,16714,84,9.391018,33.7565,-84.4038,250,1
512,6,11,2,70492,69029,29370,20105,10053,118,9.603284,33.9509,-118.3441,350,1
513,7,14,0,64478,56581,13615,13459,6057,133,8.69743,25.9549,-80.2383,350,1
514,2,4,0,64146,54334,13093,8090,2832,98,8.671598,42.0916,-71.2648,300,0
515,9,17,0,68324,57531,24537,25871,15523,81,8.474327,39.9047,-75.1736,250,1
516,3,6,0,70649,64606,14246,8953,4029,114,10.033037,32.7506,-97.0915,350,0
517,5,10,3,69045,59786,6254,12613,5676,115,8.632123,39.0491,-94.4871,400,0
518,8,15,0,80663,64672,20963,39701,21836,82,10.438681,40.807664,-74.069833,250,0
519,5,10,0,69045,54729,3340,7863,3538,115,8.632123,39.0491,-94.4871,400,0
520,1,1,5,68239,68103,40171,31262,18132,74,9.391018,33.7565,-84.4038,250,1
521,10,19,0,68827,57142,34367,24767,16099,89,8.807888,37.403468,-121.974908,250,1
522,8,15,0,80663,66427,18860,47854,26320,57,10.438681,40.807664,-74.069833,250,0
523,7,14,0,64478,54948,11874,9784,4403,128,8.69743,25.9549,-80.2383,350,0
524,8,15,2,80663,65567,25145,35095,19302,60,10.438681,40.807664,-74.069833,250,0
525,10,19,1,68827,60233,34792,21163,13756,97,8.807888,37.403468,-121.974908,250,1
526,2,4,1,64146,57219,10926,14472,5065,100,8.671598,42.0916,-71.2648,300,0
527,8,15,0,80663,74457,23602,46282,25455,81,10.438681,40.807664,-74.069833,250,1
528,9,17,0,68324,59752,26839,28971,17383,94,8.474327,39.9047,-75.1736,250,1
529,9,17,0,68324,58384,30545,27706,16624,86,8.474327,39.9047,-75.1736,250,1
530,7,14,1,64478,54526,11376,11472,5162,115,8.69743,25.9549,-80.2383,350,0
531,3,5,2,70649,70508,19226,15134,8324,114,10.033037,32.7479,-97.0909,300,1
532,7,13,0,64478,54352,15162,12397,6818,122,8.69743,25.957,-80.2425,400,1
533,3,6,4,70649,70508,9269,15026,6762,141,10.033037,32.7506,-97.0915,350,1
534,4,7,2,68777,51849,17204,5712,3427,77,9.092387,29.6852,-95.407,250,0
535,6,11,2,70492,68113,34019,14554,7277,118,9.603284,33.9509,-118.3441,350,1
536,1,1,1,68239,59864,28435,24764,14363,68,9.391018,33.7565,-84.4038,250,0
537,4,7,0,68777,56594,17256,19360,11616,69,9.092387,29.6852,-95.407,250,0
538,2,4,0,64146,49121,10774,10858,3800,113,8.671598,42.0916,-71.2648,300,0
539,1,1,1,68239,62145,33627,27959,16216,89,9.391018,33.7565,-84.4038,250,1
540,2,3,0,64146,52648,14482,12555,8161,97,8.671598,42.0889,-71.2597,250,0
541,11,21,2,66925,60123,32518,33605,18483,78,8.408439,47.5917,-122.3272,250,1
542,7,13,0,64478,50737,13727,4059,2232,106,8.69743,25.957,-80.2425,400,0
543,8,15,0,80663,78337,26818,47657,26211,71,10.438681,40.807664,-74.069833,250,1
544,6,11,1,70492,69283,23472,17888,8944,110,9.603284,33.9509,-118.3441,350,1
545,8,15,0,80663,75373,23254,53610,29486,71,10.438681,40.807664,-74.069833,250,1
546,7,13,2,64478,47796,13886,4135,2274,124,8.69743,25.957,-80.2425,400,0
547,7,13,0,64478,59182,15470,4735,2604,128,8.69743,25.957,-80.2425,400,0
548,3,6,1,70649,62496,8849,7878,3545,113,10.033037,32.7506,-97.0915,350,0
549,10,19,2,68827,62377,35863,24259,15768,87,8.807888,37.403468,-121.974908,250,1
550,4,7,0,68777,63188,20090,21152,12691,91,9.092387,29.6852,-95.407,250,0
551,7,13,0,64478,56518,17446,11452,6299,122,8.69743,25.957,-80.2425,400,0
552,11,21,0,66925,56118,26305,27273,15000,65,8.408439,47.5917,-122.3272,250,0
553,4,7,0,68777,62982,22087,14993,8996,68,9.092387,29.6852,-95.407,250,0
554,1,1,0,68239,54279,22547,24946,14469,61,9.391018,33.7565,-84.4038,250,0
555,7,13,4,64478,55389,14261,5641,3103,113,8.69743,25.957,-80.2425,400,0
556,5,10,0,69045,59782,4095,5560,2502,118,8.632123,39.0491,-94.4871,400,0
557,6,11,0,70492,59379,18865,8206,4103,97,9.603284,33.9509,-118.3441,350,0
558,3,6,0,70649,56511,3237,4521,2034,106,10.033037,32.7506,-97.0915,350,0
559,3,6,1,70649,68007,9721,19050,8573,119,10.033037,32.7506,-97.0915,350,0
560,8,15,1,80663,66746,17481,40758,22417,72,10.438681,40.807664,-74.069833,250,0
561,7,14,3,64478,54399,12554,8579,3861,123,8.69743,25.9549,-80.2383,350,0
562,2,4,0,64146,57068,13918,18861,6601,111,8.671598,42.0916,-71.2648,300,1
563,6,11,0,70492,57666,21072,10040,5020,100,9.603284,33.9509,-118.3441,350,0
564,1,1,1,68239,50798,23717,18028,10456,56,9.391018,33.7565,-84.4038,250,0
565,8,15,0,80663,73008,25896,39453,21699,75,10.438681,40.807664,-74.069833,250,0
566,5,10,1,69045,55914,9002,4553,2049,128,8.632123,39.0491,-94.4871,400,0
567,2,4,0,64146,52858,10273,11217,3926,96,8.671598,42.0916,-71.2648,300,0
568,7,14,0,64478,56379,14091,11450,5153,116,8.69743,25.9549,-80.2383,350,0
569,3,6,0,70649,64174,7102,5134,2310,113,10.033037,32.7506,-97.0915,350,0
570,1,1,1,68239,59199,30316,18664,10825,64,9.391018,33.7565,-84.4038,250,0
571,5,10,0,69045,58496,2925,6897,3104,115,8.632123,39.0491,-94.4871,400,0
572,1,1,0,68239,57163,31961,20476,11876,58,9.391018,33.7565,-84.4038,250,0
573,7,14,0,64478,53149,11263,7294,3282,121,8.69743,25.9549,-80.2383,350,0
574,4,7,0,68777,56237,17635,21152,12691,75,9.092387,29.6852,-95.407,250,0
575,7,14,0,64478,51954,11421,7452,3353,108,8.69743,25.9549,-80.2383,350,0
576,5,10,0,69045,54173,2709,4334,1950,119,8.632123,39.0491,-94.4871,400,0
577,7,14,0,64478,49077,11197,5859,2637,107,8.69743,25.9549,-80.2383,350,0
578,10,19,0,68827,56275,31090,22136,14388,90,8.807888,37.403468,-121.974908,250,0
579,4,7,2,68777,56131,17183,24129,14477,79,9.092387,29.6852,-95.407,250,0
580,9,17,1,68324,58967,24557,32070,19242,87,8.474327,39.9047,-75.1736,250,1
581,1,1,0,68239,55762,26448,20566,11928,70,9.391018,33.7565,-84.4038,250,0
582,8,15,0,80663,59379,15698,35651,19608,59,10.438681,40.807664,-74.069833,250,0
583,4,7,0,68777,49604,13147,10093,6056,86,9.092387,29.6852,-95.407,250,0
584,8,15,0,80663,68650,26012,37153,20434,75,10.438681,40.807664,-74.069833,250,0
585,6,11,0,70492,61198,20994,11766,5883,103,9.603284,33.9509,-118.3441,350,0
586,3,6,0,70649,54372,9474,4778,2150,108,10.033037,32.7506,-97.0915,350,0
587,1,1,0,68239,46488,19387,15110,8764,53,9.391018,33.7565,-84.4038,250,0
588,5,10,1,69045,58949,10839,4716,2122,131,8.632123,39.0491,-94.4871,400,0
589,5,10,0,69045,56217,5552,10357,4661,109,8.632123,39.0491,-94.4871,400,0
590,9,17,0,68324,60682,28012,34878,20927,85,8.474327,39.9047,-75.1736,250,1
591,6,11,1,70492,65103,30963,18880,9440,104,9.603284,33.9509,-118.3441,350,1
592,4,7,0,68777,60320,20549,19009,11405,70,9.092387,29.6852,-95.407,250,0
593,3,6,1,70649,66021,7484,6828,3073,102,10.033037,32.7506,-97.0915,350,0
594,1,1,1,68239,61552,26559,21408,12417,64,9.391018,33.7565,-84.4038,250,0
595,11,21,0,66925,54411,28951,30646,16855,62,8.408439,47.5917,-122.3272,250,1
596,1,1,0,68239,53468,25775,25044,14526,71,9.391018,33.7565,-84.4038,250,0
597,5,10,2,69045,61492,11247,11019,4959,119,8.632123,39.0491,-94.4871,400,0
598,6,11,0,70492,63701,21476,12492,6246,101,9.603284,33.9509,-118.3441,350,0
599,5,10,0,69045,63827,6583,7984,3593,131,8.632123,39.0491,-94.4871,400,0
600,1,1,0,68239,61391,28015,23905,13865,70,9.391018,33.7565,-84.4038,250,0
601,2,4,0,64146,54018,11972,13560,4746,103,8.671598,42.0916,-71.2648,300,0
602,1,1,0,68239,60984,27120,21633,12547,58,9.391018,33.7565,-84.4038,250,0
603,6,11,4,70492,63557,27002,14691,7346,125,9.603284,33.9509,-118.3441,350,1
604,8,15,0,80663,60240,19318,29346,16140,61,10.438681,40.807664,-74.069833,250,0
605,9,17,0,68324,56419,22066,26131,15679,79,8.474327,39.9047,-75.1736,250,0
606,1,1,1,68239,58540,31074,19886,11534,39,9.391018,33.7565,-84.4038,250,0
607,3,6,1,70649,65682,8774,8574,3858,120,10.033037,32.7506,-97.0915,350,0
608,4,7,0,68777,56653,15923,20833,12500,82,9.092387,29.6852,-95.407,250,0
609,3,6,0,70649,64302,11884,17759,7992,117,10.033037,32.7506,-97.0915,350,1
610,8,15,1,80663,68721,24578,48330,26582,73,10.438681,40.807664,-74.069833,250,0
611,10,19,0,68827,57844,30899,13434,8732,95,8.807888,37.403468,-121.974908,250,0
612,2,3,0,64146,55489,15678,11728,7623,105,8.671598,42.0889,-71.2597,250,0
613,8,15,0,80663,75548,22986,36093,19851,78,10.438681,40.807664,-74.069833,250,0
614,8,15,1,80663,79673,29800,48468,26657,69,10.438681,40.807664,-74.069833,250,1
615,10,19,0,68827,62877,34982,19711,12812,76,8.807888,37.403468,-121.974908,250,0
