projectId,hostRegionCode,cityId,hostRegion,category,categoryName,phase,areaId,areaShortCode,exactAreaName,latitude,longitude,analysisRadiusM,geometryType,lengthM,widthM,heightM,bearingDeg,zOffsetM,colorHex,opacity,renderEnabled,designDescription,implementationStatus,spatialPrecision,evidenceClass,sourceUrl,allocationCents
dallas-access-PERM,3,dallas,Dallas,access,ADA/microtransit access,permanent,dal-att-way-east-plaza,DAL-EPL,AT&T Way east plaza approach,32.7479,-97.0909,300,line_extrusion,800,3,0.1,281,0.1,#2563EB,0.85,No,ADA ramps; tactile guidance; accessible first/last-mile network,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://attstadium.com/stadium-info/parking/,0
houston-service-TMP,4,houston,Houston,service,Extra transit service,temporary,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,animated_route,1500,2,0.5,116,0.05,#F59E0B,0.55,Yes,extra rail/bus vehicle-hours; standby operators; event timetable,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,88000000
houston-service-PERM,4,houston,Houston,service,Extra transit service,permanent,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,animated_route,1500,2,1,123,0.1,#2563EB,0.85,Yes,recurring major-event service plan; fleet and stabling readiness,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,22000000
houston-buslane-TMP,4,houston,Houston,buslane,Transit-priority lanes,temporary,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,line_extrusion,3200,3.5,0.1,133,0.05,#F59E0B,0.55,Yes,cone- and paint-defined bus lane with enforcement,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,64800000
houston-buslane-PERM,4,houston,Houston,buslane,Transit-priority lanes,permanent,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,line_extrusion,3200,3.5,0.1,140,0.1,#2563EB,0.85,Yes,dedicated or peak-period transit-priority lane,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,79200000
houston-signals-TMP,4,houston,Houston,signals,Signal timing plans,temporary,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,point_model,1,1,3,150,0.05,#F59E0B,0.55,Yes,police/manual traffic control and temporary timing plan,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,9000000
houston-signals-PERM,4,houston,Houston,signals,Signal timing plans,permanent,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,point_model,1,1,6,157,0.1,#2563EB,0.85,Yes,adaptive controllers and transit signal priority,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,27000000
houston-hub-TMP,4,houston,Houston,hub,Hub-to-stadium shuttle package,temporary,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,polygon_extrusion,90,60,3,167,0.05,#F59E0B,0.55,Yes,pop-up shuttle zone; temporary shelters and dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,60000000
houston-hub-PERM,4,houston,Houston,hub,Hub-to-stadium shuttle package,permanent,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,polygon_extrusion,90,60,6,174,0.1,#2563EB,0.85,Yes,permanent multimodal mobility hub,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,90000000
houston-parkride-TMP,4,houston,Houston,parkride,Park-and-ride package,temporary,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,polygon_extrusion,220,150,0.2,184,0.05,#F59E0B,0.55,Yes,leased intercept lots and temporary signing,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,22500000
houston-parkride-PERM,4,houston,Houston,parkride,Park-and-ride package,permanent,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,polygon_extrusion,220,150,0.2,191,0.1,#2563EB,0.85,Yes,permanent park-and-ride with charging and transit access,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,22500000
houston-ped-TMP,4,houston,Houston,ped,Protected pedestrian corridor,temporary,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,line_extrusion,1600,6,0.15,201,0.05,#F59E0B,0.55,No,barricaded protected corridor; marshals and lighting,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,0
houston-ped-PERM,4,houston,Houston,ped,Protected pedestrian corridor,permanent,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,line_extrusion,1600,6,0.15,208,0.1,#0F766E,0.85,No,widened sidewalk; lighting; drainage and separation,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,0
houston-bike-TMP,4,houston,Houston,bike,Protected bicycle access,temporary,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,line_extrusion,3200,3,0.1,218,0.05,#F59E0B,0.55,No,pop-up protected lane and attended bike valet,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,0
houston-bike-PERM,4,houston,Houston,bike,Protected bicycle access,permanent,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,line_extrusion,3200,3,0.1,225,0.1,#0F766E,0.85,No,protected bikeway and secure long-term parking,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,0
houston-tnc-TMP,4,houston,Houston,tnc,Managed rideshare hub,temporary,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,polygon_extrusion,70,45,0.2,235,0.05,#F59E0B,0.55,Yes,staffed geofenced pickup with temporary lane control,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,40000000
houston-tnc-PERM,4,houston,Houston,tnc,Managed rideshare hub,permanent,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,polygon_extrusion,70,45,0.2,242,0.1,#2563EB,0.85,Yes,off-street rideshare hub with accessible bays,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,40000000
houston-wayfinding-TMP,4,houston,Houston,wayfinding,Multilingual wayfinding,temporary,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,point_model,1,1,2.5,252,0.05,#F59E0B,0.55,Yes,portable signs; digital messages; multilingual ambassadors,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,27000000
houston-wayfinding-PERM,4,houston,Houston,wayfinding,Multilingual wayfinding,permanent,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,point_model,1,1,4,259,0.1,#2563EB,0.85,Yes,fixed multilingual physical and digital wayfinding,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,33000000
houston-station-TMP,4,houston,Houston,station,Station-capacity package,temporary,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,glb_model,120,45,6,269,0.05,#F59E0B,0.55,Yes,temporary gates; queue barriers; portable fare equipment,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,25000000
houston-station-PERM,4,houston,Houston,station,Station-capacity package,permanent,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,glb_model,120,45,18,276,0.1,#2563EB,0.85,Yes,"platform, entry and circulation expansion",concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,100000000
houston-toc-TMP,4,houston,Houston,toc,Integrated traffic operations,temporary,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,glb_model,60,40,4,286,0.05,#F59E0B,0.55,Yes,unified incident command and temporary sensor feeds,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,37500000
houston-toc-PERM,4,houston,Houston,toc,Integrated traffic operations,permanent,hou-kirby-nrg,HOU-KIR,Kirby Drive and NRG Parkway west gate,29.6846,-95.4141,300,glb_model,60,40,12,293,0.1,#2563EB,0.85,Yes,integrated operations center and adaptive dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.reliantpark.com/maps/,112500000
houston-access-TMP,4,houston,Houston,access,ADA/microtransit access,temporary,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,line_extrusion,800,3,0.1,303,0.05,#F59E0B,0.55,No,accessible shuttles; temporary ramps and staffed assistance,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,0
houston-access-PERM,4,houston,Houston,access,ADA/microtransit access,permanent,hou-stadium-park-astrodome,HOU-SPA,Stadium Park/Astrodome Station–Fannin Street approach,29.6852,-95.407,250,line_extrusion,800,3,0.1,310,0.1,#2563EB,0.85,No,ADA ramps; tactile guidance; accessible first/last-mile network,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.ridemetro.org/riding-metro/houston-attractions/reliant-park,0
kansas-city-service-TMP,5,kansas-city,Kansas City,service,Extra transit service,temporary,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,animated_route,1500,2,0.5,145,0.05,#F59E0B,0.55,Yes,extra rail/bus vehicle-hours; standby operators; event timetable,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,132000000
kansas-city-service-PERM,5,kansas-city,Kansas City,service,Extra transit service,permanent,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,animated_route,1500,2,1,152,0.1,#2563EB,0.85,Yes,recurring major-event service plan; fleet and stabling readiness,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,33000000
kansas-city-buslane-TMP,5,kansas-city,Kansas City,buslane,Transit-priority lanes,temporary,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,line_extrusion,3200,3.5,0.1,162,0.05,#F59E0B,0.55,Yes,cone- and paint-defined bus lane with enforcement,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,64800000
kansas-city-buslane-PERM,5,kansas-city,Kansas City,buslane,Transit-priority lanes,permanent,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,line_extrusion,3200,3.5,0.1,169,0.1,#2563EB,0.85,Yes,dedicated or peak-period transit-priority lane,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,79200000
kansas-city-signals-TMP,5,kansas-city,Kansas City,signals,Signal timing plans,temporary,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,point_model,1,1,3,179,0.05,#F59E0B,0.55,Yes,police/manual traffic control and temporary timing plan,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,9000000
kansas-city-signals-PERM,5,kansas-city,Kansas City,signals,Signal timing plans,permanent,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,point_model,1,1,6,186,0.1,#2563EB,0.85,Yes,adaptive controllers and transit signal priority,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,27000000
kansas-city-hub-TMP,5,kansas-city,Kansas City,hub,Hub-to-stadium shuttle package,temporary,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,polygon_extrusion,90,60,3,196,0.05,#F59E0B,0.55,Yes,pop-up shuttle zone; temporary shelters and dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,90000000
kansas-city-hub-PERM,5,kansas-city,Kansas City,hub,Hub-to-stadium shuttle package,permanent,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,polygon_extrusion,90,60,6,203,0.1,#2563EB,0.85,Yes,permanent multimodal mobility hub,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,135000000
kansas-city-parkride-TMP,5,kansas-city,Kansas City,parkride,Park-and-ride package,temporary,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,polygon_extrusion,220,150,0.2,213,0.05,#F59E0B,0.55,Yes,leased intercept lots and temporary signing,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,45000000
kansas-city-parkride-PERM,5,kansas-city,Kansas City,parkride,Park-and-ride package,permanent,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,polygon_extrusion,220,150,0.2,220,0.1,#2563EB,0.85,Yes,permanent park-and-ride with charging and transit access,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,45000000
kansas-city-ped-TMP,5,kansas-city,Kansas City,ped,Protected pedestrian corridor,temporary,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,line_extrusion,1600,6,0.15,230,0.05,#F59E0B,0.55,No,barricaded protected corridor; marshals and lighting,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,0
kansas-city-ped-PERM,5,kansas-city,Kansas City,ped,Protected pedestrian corridor,permanent,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,line_extrusion,1600,6,0.15,237,0.1,#0F766E,0.85,No,widened sidewalk; lighting; drainage and separation,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,0
kansas-city-bike-TMP,5,kansas-city,Kansas City,bike,Protected bicycle access,temporary,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,line_extrusion,3200,3,0.1,247,0.05,#F59E0B,0.55,No,pop-up protected lane and attended bike valet,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,0
kansas-city-bike-PERM,5,kansas-city,Kansas City,bike,Protected bicycle access,permanent,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,line_extrusion,3200,3,0.1,254,0.1,#0F766E,0.85,No,protected bikeway and secure long-term parking,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,0
kansas-city-tnc-TMP,5,kansas-city,Kansas City,tnc,Managed rideshare hub,temporary,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,polygon_extrusion,70,45,0.2,264,0.05,#F59E0B,0.55,Yes,staffed geofenced pickup with temporary lane control,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,60000000
kansas-city-tnc-PERM,5,kansas-city,Kansas City,tnc,Managed rideshare hub,permanent,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,polygon_extrusion,70,45,0.2,271,0.1,#2563EB,0.85,Yes,off-street rideshare hub with accessible bays,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,60000000
kansas-city-wayfinding-TMP,5,kansas-city,Kansas City,wayfinding,Multilingual wayfinding,temporary,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,point_model,1,1,2.5,281,0.05,#F59E0B,0.55,No,portable signs; digital messages; multilingual ambassadors,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,0
kansas-city-wayfinding-PERM,5,kansas-city,Kansas City,wayfinding,Multilingual wayfinding,permanent,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,point_model,1,1,4,288,0.1,#2563EB,0.85,No,fixed multilingual physical and digital wayfinding,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,0
kansas-city-station-TMP,5,kansas-city,Kansas City,station,Station-capacity package,temporary,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,glb_model,120,45,6,298,0.05,#F59E0B,0.55,No,temporary gates; queue barriers; portable fare equipment,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,0
kansas-city-station-PERM,5,kansas-city,Kansas City,station,Station-capacity package,permanent,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,glb_model,120,45,18,305,0.1,#2563EB,0.85,No,"platform, entry and circulation expansion",concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,0
kansas-city-toc-TMP,5,kansas-city,Kansas City,toc,Integrated traffic operations,temporary,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,glb_model,60,40,4,315,0.05,#F59E0B,0.55,Yes,unified incident command and temporary sensor feeds,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,18750000
kansas-city-toc-PERM,5,kansas-city,Kansas City,toc,Integrated traffic operations,permanent,kc-west-plaza,KC-WPL,Arrowhead west parking and plaza approach,39.0491,-94.4871,400,glb_model,60,40,12,322,0.1,#2563EB,0.85,Yes,integrated operations center and adaptive dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,56250000
kansas-city-access-TMP,5,kansas-city,Kansas City,access,ADA/microtransit access,temporary,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,line_extrusion,800,3,0.1,332,0.05,#F59E0B,0.55,No,accessible shuttles; temporary ramps and staffed assistance,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,0
kansas-city-access-PERM,5,kansas-city,Kansas City,access,ADA/microtransit access,permanent,kc-blue-ridge-gate3,KC-BRC,Blue Ridge Cutoff Gate 3 and bus zone,39.0471,-94.4806,350,line_extrusion,800,3,0.1,339,0.1,#2563EB,0.85,No,ADA ramps; tactile guidance; accessible first/last-mile network,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.arrowheadstadiumkc.com/plan-your-visit/parking-tailgating/maps-directions,0
los-angeles-service-TMP,6,los-angeles,Los Angeles,service,Extra transit service,temporary,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,animated_route,1500,2,0.5,174,0.05,#F59E0B,0.55,Yes,extra rail/bus vehicle-hours; standby operators; event timetable,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,132000000
los-angeles-service-PERM,6,los-angeles,Los Angeles,service,Extra transit service,permanent,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,animated_route,1500,2,1,181,0.1,#2563EB,0.85,Yes,recurring major-event service plan; fleet and stabling readiness,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,33000000
los-angeles-buslane-TMP,6,los-angeles,Los Angeles,buslane,Transit-priority lanes,temporary,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,line_extrusion,3200,3.5,0.1,191,0.05,#F59E0B,0.55,Yes,cone- and paint-defined bus lane with enforcement,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,64800000
los-angeles-buslane-PERM,6,los-angeles,Los Angeles,buslane,Transit-priority lanes,permanent,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,line_extrusion,3200,3.5,0.1,198,0.1,#2563EB,0.85,Yes,dedicated or peak-period transit-priority lane,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,79200000
los-angeles-signals-TMP,6,los-angeles,Los Angeles,signals,Signal timing plans,temporary,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,point_model,1,1,3,208,0.05,#F59E0B,0.55,Yes,police/manual traffic control and temporary timing plan,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,9000000
los-angeles-signals-PERM,6,los-angeles,Los Angeles,signals,Signal timing plans,permanent,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,point_model,1,1,6,215,0.1,#2563EB,0.85,Yes,adaptive controllers and transit signal priority,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,27000000
los-angeles-hub-TMP,6,los-angeles,Los Angeles,hub,Hub-to-stadium shuttle package,temporary,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,polygon_extrusion,90,60,3,225,0.05,#F59E0B,0.55,Yes,pop-up shuttle zone; temporary shelters and dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,90000000
los-angeles-hub-PERM,6,los-angeles,Los Angeles,hub,Hub-to-stadium shuttle package,permanent,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,polygon_extrusion,90,60,6,232,0.1,#2563EB,0.85,Yes,permanent multimodal mobility hub,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,135000000
los-angeles-parkride-TMP,6,los-angeles,Los Angeles,parkride,Park-and-ride package,temporary,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,polygon_extrusion,220,150,0.2,242,0.05,#F59E0B,0.55,Yes,leased intercept lots and temporary signing,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,45000000
los-angeles-parkride-PERM,6,los-angeles,Los Angeles,parkride,Park-and-ride package,permanent,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,polygon_extrusion,220,150,0.2,249,0.1,#2563EB,0.85,Yes,permanent park-and-ride with charging and transit access,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,45000000
los-angeles-ped-TMP,6,los-angeles,Los Angeles,ped,Protected pedestrian corridor,temporary,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,line_extrusion,1600,6,0.15,259,0.05,#F59E0B,0.55,No,barricaded protected corridor; marshals and lighting,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,0
los-angeles-ped-PERM,6,los-angeles,Los Angeles,ped,Protected pedestrian corridor,permanent,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,line_extrusion,1600,6,0.15,266,0.1,#0F766E,0.85,No,widened sidewalk; lighting; drainage and separation,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,0
los-angeles-bike-TMP,6,los-angeles,Los Angeles,bike,Protected bicycle access,temporary,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,line_extrusion,3200,3,0.1,276,0.05,#F59E0B,0.55,No,pop-up protected lane and attended bike valet,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,0
los-angeles-bike-PERM,6,los-angeles,Los Angeles,bike,Protected bicycle access,permanent,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,line_extrusion,3200,3,0.1,283,0.1,#0F766E,0.85,No,protected bikeway and secure long-term parking,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,0
los-angeles-tnc-TMP,6,los-angeles,Los Angeles,tnc,Managed rideshare hub,temporary,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,polygon_extrusion,70,45,0.2,293,0.05,#F59E0B,0.55,Yes,staffed geofenced pickup with temporary lane control,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,60000000
los-angeles-tnc-PERM,6,los-angeles,Los Angeles,tnc,Managed rideshare hub,permanent,la-downtown-inglewood,LA-DTI,Downtown Inglewood K Line shuttle interchange,33.9552,-118.3557,400,polygon_extrusion,70,45,0.2,300,0.1,#2563EB,0.85,Yes,off-street rideshare hub with accessible bays,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.metro.net/riding/gameday/,60000000
los-angeles-wayfinding-TMP,6,los-angeles,Los Angeles,wayfinding,Multilingual wayfinding,temporary,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,point_model,1,1,2.5,310,0.05,#F59E0B,0.55,Yes,portable signs; digital messages; multilingual ambassadors,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,13500000
los-angeles-wayfinding-PERM,6,los-angeles,Los Angeles,wayfinding,Multilingual wayfinding,permanent,la-sofi-south-plaza,LA-SPP,SoFi south plaza at Pincay Drive and Prairie Avenue,33.9509,-118.3441,350,point_model,1,1,4,317,0.1,#2563EB,0.85,Yes,fixed multilingual physical and digital wayfinding,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.sofistadium.com/plan-your-visit/maps,16500000
