hostRegionCode,cityId,hostRegion,category,categoryName,selectedUnits,decisionUnit,temporaryShare,shareOfHostBudget,temporaryFix,permanentFix,usefulLifeYears,evidenceClass,fundingSourceId,sourceUrl,officialHostBudgetCents,typicalUnitCostCents,modeledCategoryAllocationCents,temporaryAllocationCents,permanentAllocationCents
7,miami,Miami,access,ADA/microtransit access,0,city package,0.3,0,accessible shuttles; temporary ramps and staffed assistance,ADA ramps; tactile guidance; accessible first/last-mile network,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,869743000,50000000,0,0,0
7,miami,Miami,reserve,Unassigned program reserve,1,residual,0,0.004303570135085881,Not committed in this demonstration model,"Release only after engineering, operations and contingency review",0,formula_residual,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,869743000,,3743000,0,0
8,nynj,New York/New Jersey,service,Extra transit service,3,"2,500 vehicle-hours",0.8,0.15806594722072645,extra rail/bus vehicle-hours; standby operators; event timetable,recurring major-event service plan; fleet and stabling readiness,1,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,55000000,165000000,132000000,33000000
8,nynj,New York/New Jersey,buslane,Transit-priority lanes,2,2 lane-miles,0.45,0.06897423151449882,cone- and paint-defined bus lane with enforcement,dedicated or peak-period transit-priority lane,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,36000000,72000000,32400000,39600000
8,nynj,New York/New Jersey,signals,Signal timing plans,4,20 intersections,0.25,0.03448711575724941,police/manual traffic control and temporary timing plan,adaptive controllers and transit signal priority,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,9000000,36000000,9000000,27000000
8,nynj,New York/New Jersey,hub,Hub-to-stadium shuttle package,2,1 hub package,0.4,0.14369631565520585,pop-up shuttle zone; temporary shelters and dispatch,permanent multimodal mobility hub,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,75000000,150000000,60000000,90000000
8,nynj,New York/New Jersey,parkride,Park-and-ride package,0,500 spaces,0.5,0,leased intercept lots and temporary signing,permanent park-and-ride with charging and transit access,5,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,45000000,0,0,0
8,nynj,New York/New Jersey,ped,Protected pedestrian corridor,1,1 tactical mile,0.35,0.057478526262082344,barricaded protected corridor; marshals and lighting,widened sidewalk; lighting; drainage and separation,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,60000000,60000000,21000000,39000000
8,nynj,New York/New Jersey,bike,Protected bicycle access,0,2 route-miles + parking,0.35,0,pop-up protected lane and attended bike valet,protected bikeway and secure long-term parking,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,65000000,0,0,0
8,nynj,New York/New Jersey,tnc,Managed rideshare hub,3,1 staffed hub,0.5,0.11495705252416469,staffed geofenced pickup with temporary lane control,off-street rideshare hub with accessible bays,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,40000000,120000000,60000000,60000000
8,nynj,New York/New Jersey,wayfinding,Multilingual wayfinding,1,city package,0.45,0.028739263131041172,portable signs; digital messages; multilingual ambassadors,fixed multilingual physical and digital wayfinding,7,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,30000000,30000000,13500000,16500000
8,nynj,New York/New Jersey,station,Station-capacity package,2,1 station,0.2,0.2394938594253431,temporary gates; queue barriers; portable fare equipment,"platform, entry and circulation expansion",25,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,125000000,250000000,50000000,200000000
8,nynj,New York/New Jersey,toc,Integrated traffic operations,2,city package,0.25,0.14369631565520585,unified incident command and temporary sensor feeds,integrated operations center and adaptive dispatch,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,75000000,150000000,37500000,112500000
8,nynj,New York/New Jersey,access,ADA/microtransit access,0,city package,0.3,0,accessible shuttles; temporary ramps and staffed assistance,ADA ramps; tactile guidance; accessible first/last-mile network,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,50000000,0,0,0
8,nynj,New York/New Jersey,reserve,Unassigned program reserve,1,residual,0,0.010411372854482286,Not committed in this demonstration model,"Release only after engineering, operations and contingency review",0,formula_residual,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,1043868100,,10868100,0,0
9,philadelphia,Philadelphia,service,Extra transit service,3,"2,500 vehicle-hours",0.8,0.19470572707425615,extra rail/bus vehicle-hours; standby operators; event timetable,recurring major-event service plan; fleet and stabling readiness,1,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,55000000,165000000,132000000,33000000
9,philadelphia,Philadelphia,buslane,Transit-priority lanes,3,2 lane-miles,0.45,0.1274437486304222,cone- and paint-defined bus lane with enforcement,dedicated or peak-period transit-priority lane,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,36000000,108000000,48600000,59400000
9,philadelphia,Philadelphia,signals,Signal timing plans,3,20 intersections,0.25,0.03186093715760555,police/manual traffic control and temporary timing plan,adaptive controllers and transit signal priority,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,9000000,27000000,6750000,20250000
9,philadelphia,Philadelphia,hub,Hub-to-stadium shuttle package,1,1 hub package,0.4,0.08850260321557098,pop-up shuttle zone; temporary shelters and dispatch,permanent multimodal mobility hub,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,75000000,75000000,30000000,45000000
9,philadelphia,Philadelphia,parkride,Park-and-ride package,0,500 spaces,0.5,0,leased intercept lots and temporary signing,permanent park-and-ride with charging and transit access,5,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,45000000,0,0,0
9,philadelphia,Philadelphia,ped,Protected pedestrian corridor,0,1 tactical mile,0.35,0,barricaded protected corridor; marshals and lighting,widened sidewalk; lighting; drainage and separation,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,60000000,0,0,0
9,philadelphia,Philadelphia,bike,Protected bicycle access,0,2 route-miles + parking,0.35,0,pop-up protected lane and attended bike valet,protected bikeway and secure long-term parking,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,65000000,0,0,0
9,philadelphia,Philadelphia,tnc,Managed rideshare hub,1,1 staffed hub,0.5,0.04720138838163786,staffed geofenced pickup with temporary lane control,off-street rideshare hub with accessible bays,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,40000000,40000000,20000000,20000000
9,philadelphia,Philadelphia,wayfinding,Multilingual wayfinding,1,city package,0.45,0.035401041286228396,portable signs; digital messages; multilingual ambassadors,fixed multilingual physical and digital wayfinding,7,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,30000000,30000000,13500000,16500000
9,philadelphia,Philadelphia,station,Station-capacity package,2,1 station,0.2,0.2950086773852366,temporary gates; queue barriers; portable fare equipment,"platform, entry and circulation expansion",25,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,125000000,250000000,50000000,200000000
9,philadelphia,Philadelphia,toc,Integrated traffic operations,2,city package,0.25,0.17700520643114195,unified incident command and temporary sensor feeds,integrated operations center and adaptive dispatch,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,75000000,150000000,37500000,112500000
9,philadelphia,Philadelphia,access,ADA/microtransit access,0,city package,0.3,0,accessible shuttles; temporary ramps and staffed assistance,ADA ramps; tactile guidance; accessible first/last-mile network,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,50000000,0,0,0
9,philadelphia,Philadelphia,reserve,Unassigned program reserve,1,residual,0,0.0028706704379002604,Not committed in this demonstration model,"Release only after engineering, operations and contingency review",0,formula_residual,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,847432700,,2432700,0,0
10,sf-bay,San Francisco Bay Area,service,Extra transit service,3,"2,500 vehicle-hours",0.8,0.18733208233347198,extra rail/bus vehicle-hours; standby operators; event timetable,recurring major-event service plan; fleet and stabling readiness,1,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,55000000,165000000,132000000,33000000
10,sf-bay,San Francisco Bay Area,buslane,Transit-priority lanes,4,2 lane-miles,0.45,0.16348981730921192,cone- and paint-defined bus lane with enforcement,dedicated or peak-period transit-priority lane,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,36000000,144000000,64800000,79200000
10,sf-bay,San Francisco Bay Area,signals,Signal timing plans,4,20 intersections,0.25,0.04087245432730298,police/manual traffic control and temporary timing plan,adaptive controllers and transit signal priority,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,9000000,36000000,9000000,27000000
10,sf-bay,San Francisco Bay Area,hub,Hub-to-stadium shuttle package,1,1 hub package,0.4,0.08515094651521454,pop-up shuttle zone; temporary shelters and dispatch,permanent multimodal mobility hub,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,75000000,75000000,30000000,45000000
10,sf-bay,San Francisco Bay Area,parkride,Park-and-ride package,1,500 spaces,0.5,0.05109056790912873,leased intercept lots and temporary signing,permanent park-and-ride with charging and transit access,5,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,45000000,45000000,22500000,22500000
10,sf-bay,San Francisco Bay Area,ped,Protected pedestrian corridor,0,1 tactical mile,0.35,0,barricaded protected corridor; marshals and lighting,widened sidewalk; lighting; drainage and separation,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,60000000,0,0,0
10,sf-bay,San Francisco Bay Area,bike,Protected bicycle access,0,2 route-miles + parking,0.35,0,pop-up protected lane and attended bike valet,protected bikeway and secure long-term parking,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,65000000,0,0,0
10,sf-bay,San Francisco Bay Area,tnc,Managed rideshare hub,2,1 staffed hub,0.5,0.09082767628289551,staffed geofenced pickup with temporary lane control,off-street rideshare hub with accessible bays,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,40000000,80000000,40000000,40000000
10,sf-bay,San Francisco Bay Area,wayfinding,Multilingual wayfinding,2,city package,0.45,0.06812075721217163,portable signs; digital messages; multilingual ambassadors,fixed multilingual physical and digital wayfinding,7,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,30000000,60000000,27000000,33000000
10,sf-bay,San Francisco Bay Area,station,Station-capacity package,1,1 station,0.2,0.14191824419202423,temporary gates; queue barriers; portable fare equipment,"platform, entry and circulation expansion",25,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,125000000,125000000,25000000,100000000
10,sf-bay,San Francisco Bay Area,toc,Integrated traffic operations,2,city package,0.25,0.17030189303042909,unified incident command and temporary sensor feeds,integrated operations center and adaptive dispatch,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,75000000,150000000,37500000,112500000
10,sf-bay,San Francisco Bay Area,access,ADA/microtransit access,0,city package,0.3,0,accessible shuttles; temporary ramps and staffed assistance,ADA ramps; tactile guidance; accessible first/last-mile network,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,50000000,0,0,0
10,sf-bay,San Francisco Bay Area,reserve,Unassigned program reserve,1,residual,0,0.0008955608881493497,Not committed in this demonstration model,"Release only after engineering, operations and contingency review",0,formula_residual,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,880788800,,788800,0,0
11,seattle,Seattle,service,Extra transit service,3,"2,500 vehicle-hours",0.8,0.19623142892515483,extra rail/bus vehicle-hours; standby operators; event timetable,recurring major-event service plan; fleet and stabling readiness,1,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,55000000,165000000,132000000,33000000
11,seattle,Seattle,buslane,Transit-priority lanes,3,2 lane-miles,0.45,0.12844238984191952,cone- and paint-defined bus lane with enforcement,dedicated or peak-period transit-priority lane,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,36000000,108000000,48600000,59400000
11,seattle,Seattle,signals,Signal timing plans,4,20 intersections,0.25,0.04281412994730651,police/manual traffic control and temporary timing plan,adaptive controllers and transit signal priority,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,9000000,36000000,9000000,27000000
11,seattle,Seattle,hub,Hub-to-stadium shuttle package,0,1 hub package,0.4,0,pop-up shuttle zone; temporary shelters and dispatch,permanent multimodal mobility hub,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,75000000,0,0,0
11,seattle,Seattle,parkride,Park-and-ride package,0,500 spaces,0.5,0,leased intercept lots and temporary signing,permanent park-and-ride with charging and transit access,5,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,45000000,0,0,0
11,seattle,Seattle,ped,Protected pedestrian corridor,1,1 tactical mile,0.35,0.07135688324551084,barricaded protected corridor; marshals and lighting,widened sidewalk; lighting; drainage and separation,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,60000000,60000000,21000000,39000000
11,seattle,Seattle,bike,Protected bicycle access,0,2 route-miles + parking,0.35,0,pop-up protected lane and attended bike valet,protected bikeway and secure long-term parking,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,65000000,0,0,0
11,seattle,Seattle,tnc,Managed rideshare hub,1,1 staffed hub,0.5,0.047571255497007234,staffed geofenced pickup with temporary lane control,off-street rideshare hub with accessible bays,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,40000000,40000000,20000000,20000000
11,seattle,Seattle,wayfinding,Multilingual wayfinding,1,city package,0.45,0.03567844162275542,portable signs; digital messages; multilingual ambassadors,fixed multilingual physical and digital wayfinding,7,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,30000000,30000000,13500000,16500000
11,seattle,Seattle,station,Station-capacity package,2,1 station,0.2,0.2973203468562952,temporary gates; queue barriers; portable fare equipment,"platform, entry and circulation expansion",25,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,125000000,250000000,50000000,200000000
11,seattle,Seattle,toc,Integrated traffic operations,2,city package,0.25,0.17839220811377712,unified incident command and temporary sensor feeds,integrated operations center and adaptive dispatch,10,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,75000000,150000000,37500000,112500000
11,seattle,Seattle,access,ADA/microtransit access,0,city package,0.3,0,accessible shuttles; temporary ramps and staffed assistance,ADA ramps; tactile guidance; accessible first/last-mile network,15,engineering_assumption,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,50000000,0,0,0
11,seattle,Seattle,reserve,Unassigned program reserve,1,residual,0,0.0021929159502732908,Not committed in this demonstration model,"Release only after engineering, operations and contingency review",0,formula_residual,fta-wc26,https://www.transit.dot.gov/funding/apportionments/fta-world-cup-funding-apportionment-table,840843900,,1843900,0,0
